129S1	2.0286
A_J	0.58275
AKR	1.089703125
BALB	2.197125
BPL	0.637875
BPN	0.99
C3H	1.06785
C57BL10J	0.93825
C57BL/6J	1.176
C57BL6NJ	1.26984375
C57BRcd	0.802375
C57LJ	1.036
C58	2.058525
CBA	0.8946
DBA1J	1.582875
DBA	1.988
FVB	1.62815625
LPJ	1.52971875
MAMy	0.97846875
NZW	3.03975
SJL	0.84825
TALLYHO	1.3111875
